鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
三民區,房地(土地+建物),高雄市三民區孝順街23巷1~30號,31.4,住,,,1090530,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0700505,72.49,3,2,2,有,無,3100000,42765,,0.0,0,,RPQNMLMKPHPFFDE48CA,72.49,0.0,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區鼎強街511~540號,15.47,住,,,1090505,土地1建物1車位1,八層，電梯樓梯間,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821231,122.54,4,2,2,有,有,5600000,45699,坡道平面,0.0,0,,RPVOMLQKPHPFFDE86CA,99.66,8.6,0.0,
三民區,房地(土地+建物),高雄市三民區淵源街1~30號,5.68,商,,,1090608,土地2建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850215,113.56,3,2,2,有,有,3850000,33903,,0.0,0,附家電傢俱。,RPVSMLRLPHPFFDE47CA,77.49,7.99,0.0,
三民區,房地(土地+建物),高雄市三民區正興路85巷19弄1~30號,68.0,商,,,1090529,土地1建物1車位0,全,二層,透天厝,,加強磚造,0630401,88.92,4,3,1,有,有,6600000,74224,,0.0,0,含增建或未登記建物。;,RPROMLOJPHPFFDE78CA,88.92,0.0,0.0,
三民區,房地(土地+建物),高雄市三民區大昌二路241~270號,3.94,商,,,1090612,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880731,47.24,1,1,1,有,有,1820000,38527,,0.0,0,,RPSOMLOJPHPFFDE88CA,30.63,3.75,0.0,
三民區,房地(土地+建物),高雄市三民區褒揚街31~60號,13.36,商,,,1090521,土地1建物2車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850301,128.97,4,2,2,有,有,5320000,41250,,0.0,0,,RPTSMLNJPHPFFDE66CA,92.57,11.69,0.0,
三民區,土地,新都段1~30地號,968.14,住,,,1090411,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,188880000,195096,,0.0,0,,RPWUMLNJPHPFFDE17CA,0.0,0.0,0.0,
三民區,房地(土地+建物),高雄市三民區民和街1~30號,37.49,住,,,1090615,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690325,79.53,3,2,2,有,無,1250000,15717,,0.0,0,,RPWRMLKKPHPFFDE66CA,79.53,0.0,0.0,
三民區,土地,中華段二小段61~90地號,32.79,商,,,1090612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4400000,134187,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRQMLQJPHPFFDE56CA,0.0,0.0,0.0,
三民區,房地(土地+建物),高雄市三民區河北一路241~270號,3.3,商,,,1090612,土地2建物1車位0,四層,十二層,套房(1房1廳1衛),,鋼筋混凝土造,0690718,25.68,0,0,0,無,有,980000,38162,,0.0,0,,RPTRMLSJPHPFFDE07CA,18.88,0.0,0.0,
楠梓區,房地(土地+建物),高雄市楠梓區中昌街1~30號,139.53,住,,,1090603,土地2建物1車位0,全,五層,透天厝,見其他登記事項,見其他登記事項,1090115,339.42,4,3,6,有,無,27500000,81021,,0.0,0,含電梯,RPQOMLQJPHPFFEE98CA,305.91,33.51,0.0,
左營區,房地(土地+建物)+車位,高雄市左營區政德路91~120號,15.79,住,,,1090605,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821116,111.39,3,2,2,有,有,4400000,39501,坡道機械,0.0,0,,RPXNMLOJPHPFFEE76CA,70.56,9.92,0.0,
左營區,房地(土地+建物),高雄市左營區重建路1~30號,6.85,商,,,1090530,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950410,74.63,2,1,1,有,有,4210000,56412,,0.0,0,,RPXVMLNJPHPFFEE47CA,48.77,3.08,0.0,
左營區,房地(土地+建物),高雄市左營區新南街61~90號,12.9,住,,,1090603,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000527,84.68,2,1,1,有,有,5000000,59046,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRQMLOKPHPFFEE56CA,46.4,10.69,0.0,
楠梓區,房地(土地+建物),高雄市楠梓區藍昌路481~510號,92.75,住,,,1090608,土地1建物1車位0,全,五層,透天厝,見其他登記事項,見其他登記事項,1090306,302.65,5,2,5,有,無,28800000,95159,,0.0,0,,RPTOMLNKPHPFFEE09CA,272.23,30.42,0.0,
左營區,房地(土地+建物),高雄市左營區正心街61~90號,5.84,商,,,1090517,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001028,79.6,2,1,1,有,有,5360000,67337,,0.0,0,,RPXTMLQJPHPFFEE57CA,37.27,13.27,0.0,
左營區,房地(土地+建物),高雄市左營區埤北里29鄰左營大路6巷44弄1~30號,27.18,住,,,1090603,土地8建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730806,91.53,3,2,2,有,無,1500000,16388,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXPMLRKPHPFFEE37CA,0.0,0.0,0.0,
楠梓區,房地(土地+建物),高雄市楠梓區惠民路301~330號,10.84,住,,,1090524,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0890824,83.2,3,2,1,有,有,3800000,45673,,0.0,0,,RPPOMLNLPHPFFEE78CA,53.91,7.27,0.0,
左營區,房地(土地+建物),高雄市左營區榮總路522巷1~30號,22.64,住,,,1090521,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800527,133.15,3,2,2,有,無,3000000,22531,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLNLPHPFFEE76CA,85.57,16.95,0.0,
左營區,房地(土地+建物),高雄市左營區文萊路1~30號,25.18,住,,,1090509,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730921,79.44,3,2,2,有,無,3200000,40282,,0.0,0,,RPPRMLQKPHPFFEE66CA,74.04,5.4,0.0,
橋頭區,房地(土地+建物)+車位,高雄市橋頭區經武路31~60號,15.87,商,,,1090601,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071220,160.81,3,2,2,有,有,7380000,45893,坡道平面,0.0,0,,RPXNMLRJRHPFFFE37CA,70.47,17.25,0.0,
彌陀區,房地(土地+建物),高雄市彌陀區靖和街31~60號,136.9,住,,,1090601,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1070810,207.8,5,2,5,有,無,11700000,56304,,0.0,0,,RPWOMLOLPHPFFFE07CA,188.1,19.7,0.0,
岡山區,土地,竹圍段841~870地號,408.25,住,,,1090602,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18210000,44605,,0.0,0,向政府機關承購之案件。;,RPPNMLKKPHPFFFE38CA,0.0,0.0,0.0,
岡山區,土地,大華段1021~1050地號,179.33,,一般農業區,甲種建築用地,1090616,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,10037,,0.0,0,,RPWOMLQKPHPFFFE17CA,0.0,0.0,0.0,
彌陀區,土地,港段,156.76,住,,,1090415,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,15948,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;包含公共設施保留地之交易。;,RPWPMLRJPHPFFFE27CA,0.0,0.0,0.0,
大樹區,房地(土地+建物),高雄市大樹區九曲里瓦厝街1~30號,332.71,工,,,1090108,土地2建物1車位0,一層,一層,工廠,見其他登記事項,見其他登記事項,1090312,189.76,0,0,0,無,無,14000000,,,0.0,0,,RPUPMLNJPHPFFGE76CA,189.76,0.0,0.0,
鳳山區,房地(土地+建物)+車位,高雄市鳳山區三誠路61~90號,19.34,住,,,1090603,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050530,130.81,3,2,1,有,有,7800000,59628,坡道平面,0.0,0,,RPQRMLSJPHPFFGE07CA,55.44,10.3,0.0,
鳳山區,房地(土地+建物),高雄市鳳山區文澄街2巷1~30號,12.26,住,,,1090506,土地2建物1車位0,一層,七層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830816,66.32,3,2,1,有,無,3300000,49759,,0.0,0,,RPXNMLOKPHPFFGE07CA,48.14,3.26,0.0,
鳳山區,房地(土地+建物),高雄市鳳山區北平路211~240號,31.68,住,,,1090531,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680910,99.79,3,2,2,有,無,3300000,33069,,0.0,0,含增建或未登記建物。;,RPROMLQJPHPFFGE66CA,92.84,0.0,0.0,
鳳山區,房地(土地+建物),高雄市鳳山區仁愛路60巷61~90號,64.0,住,,,1090622,土地1建物1車位0,一層，二層,二層,店面(店鋪),住商用,加強磚造,0621230,84.8,6,2,4,有,無,8700000,102594,,0.0,0,增建至3樓,RPPNMLSJPHPFFGE56CA,84.8,0.0,0.0,
鳳山區,房地(土地+建物),高雄市鳳山區瑞隆東路209巷1~30號,14.18,住,,,1090418,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780810,105.58,3,2,2,有,有,5100000,48305,,0.0,0,,RPROMLSJPHPFFGE86CA,74.4,8.8,0.0,
鳳山區,房地(土地+建物),高雄市鳳山區中山路70巷23弄1~30號,24.99,商,,,1090403,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740302,93.19000000000001,3,2,2,有,無,2260000,24252,,0.0,0,,RPOOMLOLPHPFFGE98CA,84.68,0.0,0.0,
鳳山區,房地(土地+建物),高雄市鳳山區五甲一路255巷1~30號,63.0,住,,,1090426,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0770120,151.65,5,2,3,有,無,9500000,62644,,0.0,0,含增建或未登記建物。;增陽台外推，廚房增建。附家電家俱。,RPWSMLRLPHPFFGE87CA,113.33,38.32,0.0,
左營區,房地(土地+建物)+車位,華夏路1081~1110號,10.09,,,,1090529,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871021,115.69999999999999,3,2,2,有,有,5200000,44944,坡道機械,5.11,0,,RPSSMLLJPHPFFEE56DA,74.54,9.28,0.0,有
楠梓區,土地,藍昌段一小段151~180地號,136.0,,,,1090521,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12342000,90750,,0.0,0,,RPTSMLLJPHPFFEE66DA,0.0,0.0,0.0,無
楠梓區,房地(土地+建物)+車位,加昌路769巷1~30號,11.6,,,,1090319,土地1建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850705,146.72,4,2,2,有,有,4000000,27263,升降機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPTQMLLJPHPFFEE09DA,94.08,14.48,0.0,有
楠梓區,房地(土地+建物),常德路317巷6弄1~30號,21.92,,,,1090607,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820503,117.8,4,2,2,有,有,4000000,33956,,0.0,0,,RPPNMLMJPHPFFEE48DA,84.04,11.71,0.0,有
左營區,房地(土地+建物)+車位,重光路1~30號,15.18,,,,1090601,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0870513,128.24,3,2,2,有,有,6450000,50296,坡道機械,12.54,0,,RPSQMLKMOHPFFEE09DA,74.42,12.11,0.0,有
三民區,房地(土地+建物)+車位,河北二路91~120號,24.12,其他,,,1090614,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,154.7,3,2,2,有,有,8680000,56109,坡道平面,28.83,0,,RPTPMLLJPHPFFDE88DA,82.53,11.51,0.0,有
三民區,房地(土地+建物),大利街1~30號,23.02,其他,,,1090608,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0740216,92.38,3,2,2,有,無,2600000,28145,,0.0,0,,RPROMLLJPHPFFDE58DA,72.53,0.0,7.08,無
前鎮區,土地,鎮昌段271~300地號,83.0,住,,,1090622,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2822000,34000,,0.0,0,向政府機關承購之案件。;,RPROMLNJPHPFFCE68DA,0.0,0.0,0.0,
前鎮區,房地(土地+建物)+車位,和平二路211~240號,19.39,住,,,1090515,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081018,157.72,3,2,2,有,有,11980000,75957,坡道平面,26.41,0,,RPTPMLLJPHPFFCE78DA,75.36,9.37,0.0,有
鳥松區,房地(土地+建物),高雄市鳥松區山腳路246巷1~30號,115.84,住,,,1090508,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0810401,113.09,4,2,3,有,無,8000000,70740,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLKKPHPFFIE86CA,107.54,5.55,0.0,
鳥松區,房地(土地+建物),高雄市鳥松區澄新一街61~90號,105.99,住,,,1090611,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0820715,230.79,6,2,4,有,無,8850000,38347,,0.0,0,,RPPQMLRJPHPFFIE96CA,188.46,42.33,0.0,
仁武區,房地(土地+建物),高雄市仁武區後港巷77弄31~60號,15.74,住,,,1090614,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860709,119.25,3,2,2,有,有,4100000,34382,,0.0,0,,RPPPMLLLPHPFFIE09CA,84.2,9.17,0.0,
鳥松區,房地(土地+建物),高雄市鳥松區華榮一街1~30號,177.73,住,,,1090528,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1040804,326.61,4,2,5,有,無,21080000,64542,,0.0,0,附家電家俱。,RPVNMLTLPHPFFIE67CA,300.47,26.14,0.0,
路竹區,土地,竹園段331~360地號,83.09,,鄉村區,乙種建築用地,1090612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,24070,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;兄弟之間,RPUNMLRJPHPFFJE27CA,0.0,0.0,0.0,
前金區,房地(土地+建物),市中一路1~30號,2.57,其他,,,1090612,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0710226,24.75,1,1,1,有,有,620000,25051,,0.0,0,,RPTNMLNJPHPFFAE58DA,20.44,0.0,0.0,有
鼓山區,房地(土地+建物),鼓山三路204巷1~30號,38.64,其他,,,1090604,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730402,112.26,4,2,2,有,無,3100000,27614,,0.0,0,,RPPNMLLJPHPFFAE97DA,99.85,0.0,12.41,無
大寮區,房地(土地+建物),高雄市大寮區進學路118巷1~30號,34.9,住,,,1090605,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700525,80.41,3,2,2,有,無,1900000,23629,,0.0,0,,RPVNMLQJPHPFFLE47CA,80.41,0.0,0.0,
林園區,房地(土地+建物),高雄市林園區王公路61~90號,14.0,住,,,1090609,土地3建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840501,119.01,3,2,2,有,有,2500000,21007,,0.0,0,,RPSNMLQJPHPFFLE17CA,80.66,12.18,0.0,
林園區,房地(土地+建物),高雄市林園區西溪路1~30號,16.16,住,,,1090615,土地1建物1車位0,二層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830721,47.14,1,0,1,有,無,500000,10607,,0.0,0,,RPVOMLQJPHPFFLE57CA,37.77,4.37,0.0,
大寮區,土地,赤崁段潮州寮小段4951~4980地號,2771.0,農,,,1090605,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23967268,8649,,0.0,0,含未保存登記一棟,RPRNMLSJPHPFFLE27CA,0.0,0.0,0.0,
大寮區,土地,明善段1201~1230地號,2000.0,其他,,,1090622,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3900000,1950,,0.0,0,,RPRPMLRJPHPFFLE37CA,0.0,0.0,0.0,
大寮區,房地(土地+建物),高雄市大寮區黃厝路46巷1~30號,90.32,住,,,1090611,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1081122,168.27,4,2,4,有,無,11200000,66560,,0.0,0,,RPWPMLRJPHPFFLE87CA,155.25,13.02,0.0,
大寮區,土地,昭明段1231~1260地號,159.01,住,,,1090527,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3360000,21131,,0.0,0,含增建或未登記建物。;,RPPOMLPKPHPFFLE96CA,0.0,0.0,0.0,
大寮區,土地,義和段691~720地號,497.28,住,,,1090608,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7500000,15082,,0.0,0,含增建或未登記建物。;,RPXOMLPKPHPFFLE77CA,0.0,0.0,0.0,
大寮區,土地,琉球段241~270地號,25.75,住,,,1090619,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1012604,39324,,0.0,0,,RPPOMLSLPHPFFLE37CA,0.0,0.0,0.0,
林園區,房地(土地+建物),高雄市林園區溪州三路373巷15弄1~30號,105.0,住,,,1090611,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0810216,239.72,6,1,3,有,無,4500000,18772,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVPMLNJPHPFFLE37CA,220.77,18.95,0.0,
前鎮區,房地(土地+建物),新光路1~30號,1.28,商,,,1090513,土地2建物1車位0,八層,三十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0880209,47.47,1,1,1,有,有,2500000,52665,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPOPMLKMOHPFFCE38DA,27.14,4.75,0.0,有
小港區,房地(土地+建物),山田路36巷1~30號,84.18,其他,,,1081009,土地2建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1090215,157.96,4,2,4,有,無,12300000,77868,,0.0,0,,RPUNMLLJPHPFFCE68DA,156.01,1.95,0.0,無
前鎮區,房地(土地+建物)+車位,民權二路1~30號,20.1,其他,,,1090512,土地2建物1車位2,十九層,三十七層,辦公商業大樓,商業用,鋼造,0801030,525.22,0,2,0,有,有,26500000,49721,坡道平面,52.58,3000000,,RPUOMLKMOHPFFCE88DA,343.02,0.0,0.0,有
苓雅區,房地(土地+建物),高雄市苓雅區中華四路31~60號,3.76,商,,,1090623,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0701215,42.1,0,0,0,無,有,1300000,30879,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLMLPHPFFBE68DA,34.0,0.0,0.0,
苓雅區,房地(土地+建物),建國一路121~150號,26.15,其他,,,1090625,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0760724,115.07,3,2,2,有,無,2800000,24333,,0.0,0,含傢俱設備費;,RPPOMLNJPHPFFBE38DA,77.83,0.0,6.67,無
鳳山區,房地(土地+建物),文龍東路361~390號,90.04,其他,,,1090608,土地1建物1車位0,全,五層,透天厝,住家用,見其他登記事項,1071222,310.77,6,2,7,有,無,24300000,78193,,0.0,0,,RPWOMLLJPHPFFGE86EA,293.4,17.37,0.0,有
梓官區,土地,公館段391~420地號,21.88,,,,1090417,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,264800,12102,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWOMLLJPHPFFFE76EA,0.0,0.0,0.0,無
岡山區,房地(土地+建物),健鷹南路75巷1~30號,64.0,,,,1090618,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0741005,131.36,3,2,2,有,無,2900000,22077,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWPMLLJPHPFFFE86EA,131.36,0.0,0.0,無
岡山區,房地(土地+建物),中華西一街23巷1~30號,70.0,,,,1090616,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0641230,97.2,3,2,1,有,無,1800000,18519,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;借名登記返還;,RPOOMLMJPHPFFFE68EA,0.0,0.0,0.0,無
左營區,房地(土地+建物)+車位,果峰街12巷1~30號,16.73,住,,,1090512,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970410,156.21,3,2,2,有,無,7900000,50573,坡道平面,0.0,0,,RPWSMLLJPHPFFEE07EA,85.6,12.24,0.0,有
楠梓區,房地(土地+建物),民昌街17巷1~30號,62.0,,,,1090601,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0771206,197.02,5,2,6,有,無,7200000,36545,,0.0,0,,RPXSMLLJPHPFFEE17EA,182.61,14.41,0.0,無
楠梓區,房地(土地+建物)+車位,加昌路61~90號,18.89,,,,1090309,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1041112,189.12,3,2,2,有,有,10800000,54988,坡道平面,17.81,1380000,,RPQNMLMJPHPFFEE68EA,97.01,15.5,0.0,有
三民區,房地(土地+建物)+車位,堅如路61~90號,23.36,其他,,,1090516,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820929,155.73000000000002,4,2,2,有,有,5750000,36923,坡道平面,0.0,0,,RPWNMLLJPHPFFDE09EA,95.0,10.95,0.0,有
三民區,土地,灣復段721~750地號,41.03,其他,,,1090525,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2293577,55900,,0.0,0,僅土地交易出售給建物所有權人,RPPOMLLJPHPFFDE48EA,0.0,0.0,0.0,無
新興區,房地(土地+建物),復興一路31~60號,2.7,其他,,,1090515,土地4建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0690815,23.9,1,1,1,有,有,850000,35565,,0.0,0,,RPPNMLLJPHPFFBE18EA,17.93,0.0,0.0,有
前鎮區,房地(土地+建物),鎮東二街121~150號,56.0,住,,,1090622,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0540524,89.16,5,2,4,有,無,8600000,96456,,0.0,0,頂樓加蓋;,RPSNMLLJPHPFFCE58EA,89.16,0.0,0.0,無
路竹區,房地(土地+建物),復興路327巷142弄61~90號,171.62,,一般農業區,甲種建築用地,1090603,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1020722,230.92,4,3,3,有,無,14700000,63658,,0.0,0,現況交屋，賣方不負瑕疵擔保之責。,RPTNMLLJPHPFFJE66DA,221.33,9.59,0.0,無
林園區,房地(土地+建物),五福路61~90號,67.0,住,,,1090606,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0651007,109.47,3,2,2,有,無,2500000,22837,,0.0,0,頂樓加蓋;,RPSPMLLJPHPFFLE96DA,109.47,0.0,0.0,無
大寮區,土地,磚子,893.0,農,,,1090611,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8100000,9071,,0.0,0,,RPWNMLLJPHPFFLE17DA,0.0,0.0,0.0,無
大寮區,房地(土地+建物),琉球路211~240號,62.0,住,,,1090525,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0771101,112.56,4,2,2,有,無,4250000,37758,,0.0,0,,RPQOMLTLOHPFFLE57DA,100.95,11.61,0.0,無
美濃區,土地,龍中段721~750地號,2778.0,,特定農業區,農牧用地,1090506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6850000,2466,,0.0,0,,RPTNMLLJPHPFFKE76DA,0.0,0.0,0.0,無
美濃區,土地,龍中段1081~1110地號,106.0,,特定農業區,甲種建築用地,1090410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1300000,12264,,0.0,0,未登記建物;,RPVNMLLJPHPFFKE96DA,0.0,0.0,0.0,無
美濃區,土地,東合段631~660地號,268.45,,特定農業區,農牧用地,1090606,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,370000,1378,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;未登記建物;,RPWNMLLJPHPFFKE07DA,0.0,0.0,0.0,無
鳳山區,房地(土地+建物),光遠路155巷151~180號,21.99,其他,,,1090610,土地3建物1車位0,三層,七層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1080109,102.78,2,2,1,有,有,6660000,64799,,0.0,0,,RPSPMLKMOHPFFGE56DA,47.36,9.54,0.0,有
鳳山區,房地(土地+建物),新強路151~180號,12.23,其他,,,1090604,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850417,75.62,1,1,1,有,有,3500000,46284,,0.0,0,,RPPOMLLJPHPFFGE68DA,50.3,6.9,0.0,有
鳳山區,房地(土地+建物),光復路31~60號,15.48,其他,,,1090619,土地3建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0781110,149.45999999999998,4,2,2,有,有,4800000,32116,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPVPMLLJPHPFFGE76DA,110.59,18.17,0.0,有
鳳山區,房地(土地+建物),瑞芳街31~60號,63.0,其他,,,1090518,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0591013,66.42,3,2,1,有,無,4000000,60223,,0.0,0,兄妹間買賣移轉親友、員工、共有人或其他特殊關係間之交易;未登記建物;,RPOQMLLJPHPFFGE78DA,66.42,0.0,0.0,無
鳳山區,房地(土地+建物),杭州街61~90號,19.62,其他,,,1090608,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,120.28,4,2,2,有,有,4470000,37163,,0.0,0,,RPPQMLLJPHPFFGE88DA,83.37,11.34,0.0,有
鳳山區,房地(土地+建物)+車位,高雄市鳳山區中正路211~240號,17.82,商,,,1090611,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090224,156.4,3,2,2,有,有,10580000,71080,坡道平面,31.47,1700000,,RPPNMLNKPHPFFGE88DA,70.44,10.84,0.0,
旗山區,土地,嶺口段991~1020地號,151.95,,山坡地保育區,農牧用地,1090624,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,6581,,0.0,0,未登記建物;受債權債務關係影響或債務抵償;,RPWNMLLJPHPFFHE76DA,0.0,0.0,0.0,無
仁武區,房地(土地+建物),名山十街53巷1~30號,78.32,其他,,,1090610,土地3建物1車位0,全,,透天厝,,,,173.24,5,2,4,有,無,10000000,57723,,0.0,0,,RPQPMLKMOHPFFIE56DA,151.28,21.96,0.0,無
仁武區,房地(土地+建物),灣內一巷16弄1~30號,77.4,農,,,1090604,土地2建物1車位0,全,,透天厝,,,,160.38,4,2,4,有,無,9800000,61105,,0.0,0,1樓~2樓屋後增建，1樓空地增建陽台外推;其他增建;,RPSPMLKMOHPFFIE76DA,157.97,2.41,0.0,無
