鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
士林區,房地(土地+建物),臺北市士林區延平北路五段163巷29弄1~30號,38.5,住,,,1090519,土地2建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,0550710,64.9,0,0,0,無,無,9500000,146379,,0.0,0,,RPSNMLQJPHPFFEA68CA,64.9,0.0,0.0,
大同區,房地(土地+建物),承德路三段208巷1~30號,4.12,其他,,,1090624,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960523,26.55,0,0,1,有,有,6150000,231638,,0.0,0,買方負擔增值稅。,RPRQMLMJPHPFFBA28DA,15.63,1.81,0.0,有
大同區,土地,大同段二小段421~450地號,3.0,商,,,1090620,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1700000,566667,,0.0,0,,RPTQMLNJPHPFFBA58DA,0.0,0.0,0.0,
大同區,房地(土地+建物),承德路一段57巷1~30號,22.4,其他,,,1090608,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0761222,75.67,0,0,0,無,無,12000000,158583,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWPMLMJPHPFFBA68DA,33.67,42.0,0.0,無
大同區,房地(土地+建物),承德路三段181~210號,22.5,其他,,,1090617,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,70.3,3,2,2,有,無,9500000,135135,,0.0,0,頂樓加蓋;,RPTNMLKMOHPFFBA18DA,66.02,4.28,0.0,無
萬華區,房地(土地+建物),環河南路二段46巷1~30號,12.22,其他,,,1090514,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720929,49.190000000000005,2,1,2,有,無,6150000,125025,,0.0,0,陽台外推;,RPPPMLKMOHPFFBA97DA,34.93,0.7,6.46,無
萬華區,房地(土地+建物),興寧街61~90號,17.5,其他,,,1090518,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610605,49.05,2,1,1,有,無,3500000,71356,,0.0,0,含土地增值稅或其他稅費89527元;親友、員工、共有人或其他特殊關係間之交易;陽台外推;,RPWOMLLJPHPFFBA48DA,49.05,0.0,0.0,無
大同區,房地(土地+建物),酒泉街181~210號,29.25,其他,,,1090624,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600603,90.69,3,2,1,有,無,6549834,72222,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPUQMLLJPHPFFBA48DA,90.69,0.0,0.0,無
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路322巷31~60號,28.53,商,,,1090501,土地1建物2車位1,四層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040206,268.54,4,3,3,有,有,37350000,139085,坡道平面,0.0,0,,RPPNMLSKPHPFFBA48DA,138.75,7.48,13.51,
內湖區,房地(土地+建物),臺北市內湖區文德路22巷1~30號,37.72,住,,,1090524,土地6建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680717,100.47,3,2,2,有,無,16300000,162237,,0.0,0,含增建或未登記建物。,RPQNMLTKPHPFFCA78DA,87.16,0.0,13.31,
內湖區,房地(土地+建物),臺北市內湖區康寧路一段271~300號,12.32,住,,,1090516,土地4建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801021,40.489999999999995,1,2,1,有,有,6680000,164979,,0.0,0,含增建或未登記建物。,RPWRMLRJPHPFFCA86DA,23.6,1.5,3.23,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段56巷121~150號,38.17,住,,,1090529,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840116,110.6,3,2,2,有,有,19360000,175045,,0.0,0,含增建或未登記建物。,RPPSMLRJPHPFFCA88DA,88.44,2.42,10.08,
內湖區,房地(土地+建物),臺北市內湖區民權東路六段56巷5弄1~30號,22.87,住,,,1090524,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720608,85.13,3,2,1,有,無,11850000,139199,,0.0,0,含增建或未登記建物。,RPVSMLRJPHPFFCA86DA,66.65,0.0,14.32,
中山區,土地,北安段二小段181~210地號,104.54,其他,,,1090630,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5050000,48307,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;包含公共設施保留地用地;,RPQUMLNJPHPFFCA78DA,0.0,0.0,0.0,無
中山區,車位,松江路164巷1~30號,5.78,其他,,,1090623,土地1建物1車位1,地下層,七層,其他,見使用執照,鋼筋混凝土造,0681117,41.089999999999996,0,0,0,有,有,2500000,,坡道平面,41.09,2500000,僅車位交易;,RPRPMLMJPHPFFCA28DA,0.0,0.0,0.0,有
中山區,房地(土地+建物),建國北路二段258巷1~30號,29.57,其他,,,1090521,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730925,142.04,4,2,2,有,無,10000000,70403,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPPMLLJPHPFFCA97DA,122.58,0.0,14.24,有
士林區,房地(土地+建物),忠誠路一段1~30號,19.95,其他,,,1090616,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740118,118.36,3,2,2,有,有,23800000,201081,,0.0,0,陽台外推;其他增建;,RPSOMLMJPHPFFEA58EA,90.93,0.0,12.3,有
士林區,房地(土地+建物),文林路751~780號,10.2,其他,,,1090622,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700204,86.69,2,1,2,有,無,12200000,140731,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;急買急賣;,RPVNMLMJPHPFFEA78EA,64.27,0.0,9.86,有
北投區,房地(土地+建物)+車位,福美路151~180號,48.46,其他,,,1090504,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061116,195.69,3,2,2,有,有,9800000,50079,坡道平面,43.67,0,親友、員工、共有人或其他特殊關係間之交易;,RPWOMLKMOHPFFEA98EA,96.65,1.28,15.53,有
北投區,房地(土地+建物)+車位,三合街一段61~90號,50.61,其他,,,1090517,土地1建物1車位2,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031119,333.22,3,2,2,有,有,63380000,190205,坡道平面,0.0,0,,RPRPMLKMOHPFFEA58EA,143.84,8.22,16.76,有
士林區,房地(土地+建物),天母東路61~90號,28.19,其他,,,1090605,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740508,145.58,4,2,2,有,有,32500000,223245,,0.0,0,陽台外推;未登記建物;,RPUPMLKMOHPFFEA88EA,112.68,0.0,13.05,有
北投區,房地(土地+建物),尊賢街264巷31~60號,52.91,其他,,,1090604,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610822,120.35,3,2,2,有,無,15470000,128542,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPRQMLKMOHPFFEA68EA,120.35,0.0,0.0,無
松山區,房地(土地+建物)+車位,南京東路三段303巷7弄1~30號,31.71,其他,,,1090510,土地2建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750206,192.73000000000002,4,2,2,有,無,52700000,303348,坡道平面,30.55,3500000,,RPXOMLLJPHPFFDA88EA,157.28,0.77,14.63,有
松山區,房地(土地+建物)+車位,民權東路三段103巷1~30號,14.29,其他,,,1090607,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840526,57.85,1,1,1,有,有,9300000,160788,升降機械,0.0,0,,RPTRMLLJPHPFFDA78EA,32.86,5.44,3.15,有
信義區,房地(土地+建物)+車位,松勇路69巷1~30號,67.14,其他,,,1090507,土地2建物1車位2,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010528,477.37,3,2,4,有,有,217000000,521656,坡道平面,78.64,9000000,,RPOOMLMJPHPFFDA08EA,244.85,7.64,26.85,有
信義區,房地(土地+建物),吳興街600巷1~30號,27.69,其他,,,1090611,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800124,104.33,3,2,2,有,無,5880000,56360,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWOMLMJPHPFFDA88EA,77.7,0.0,13.11,無
南港區,房地(土地+建物),重陽路199巷1~30號,44.95,其他,,,1090517,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0930706,145.79000000000002,3,2,2,有,有,23050000,158104,,0.0,0,其他增建;,RPQNMLMJPHPFFDA18EA,74.28,0.0,8.9,有
信義區,房地(土地+建物),忠孝東路五段31~60號,18.96,其他,,,1090620,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0720406,116.19,3,1,1,有,有,28000000,240985,,0.0,0,陽台外推;,RPRNMLMJPHPFFDA28EA,74.48,0.0,17.28,有
大同區,房地(土地+建物),寧夏路45巷31~60號,28.2,其他,,,1090524,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800228,117.86,3,2,1,有,無,16350000,138724,,0.0,0,陽台外推;其他增建;,RPUNMLMJPHPFFBA38EA,77.69,9.25,8.72,無
文山區,房地(土地+建物)+車位,政大三街31~60號,96.97,其他,,,1090420,土地1建物1車位2,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980709,269.48,3,2,2,有,有,32500000,120603,坡道平面,71.74,0,其他增建;,RPUPMLMJPHPFFAA48EA,120.55,7.06,11.93,有
中山區,房地(土地+建物),敬業三路162巷91~120號,47.09,其他,,,1090524,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890628,155.04,3,2,2,有,有,23960000,154541,,0.0,0,,RPRQMLLJPHPFFCA38EA,77.2,0.0,8.1,有
內湖區,房地(土地+建物),金龍路222巷1~30號,20.09,其他,,,1090531,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821213,64.49000000000001,2,2,2,有,有,12000000,186075,,0.0,0,陽台外推;其他增建;,RPTQMLLJPHPFFCA58EA,44.28,0.0,10.46,有
北投區,房地(土地+建物),溫泉路121~150號,48.72,其他,,,1090601,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730517,117.59,3,2,2,有,無,8500000,72285,,0.0,0,,RPWOMLLJPHPFFEA78DA,101.9,0.0,15.69,無
士林區,房地(土地+建物)+車位,芝玉路一段211~240號,25.7,其他,,,1090606,土地1建物1車位2,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0971112,150.01999999999998,2,1,1,有,有,28000000,186642,坡道機械,0.0,0,,RPVQMLRJPHPFFEA86DA,65.92,0.0,11.77,有
北投區,房地(土地+建物),泉源路1~30號,3.79,其他,,,1090514,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0680313,36.81,1,1,1,有,有,5300000,143983,,0.0,0,陽台外推;,RPTRMLLJPHPFFEA78DA,29.84,0.0,3.2,有
北投區,房地(土地+建物)+車位,幽雅路1~30號,177.25,其他,,,1090529,土地1建物1車位1,全,三層,透天厝,見使用執照,鋼筋混凝土造,0841012,385.7,4,3,3,有,無,11600500,30076,一樓平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPQMLLJPHPFFEA28DA,221.19,149.96,14.55,無
士林區,房地(土地+建物)+車位,小北街1~30號,17.46,其他,,,1090605,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080212,78.66,1,1,1,有,有,21000000,272157,其他,8.48,1900000,,RPSNMLMJPHPFFEA38DA,37.54,2.75,2.74,有
士林區,房地(土地+建物),小北街1~30號,15.66,其他,,,1090613,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080212,63.17,1,1,1,有,有,17700000,280196,,0.0,0,,RPTNMLMJPHPFFEA48DA,30.87,2.7,5.15,有
北投區,土地,湖田段二小段271~300地號,565.24,其他,,,1090619,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2350000,4158,,0.0,0,,RPTNMLTJPHPFFEA56DA,0.0,0.0,0.0,無
大安區,房地(土地+建物),新生南路三段1~30號,21.18,其他,,,1090530,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土加強磚造,0730712,154.69,3,2,2,有,有,41180000,266210,,0.0,0,陽台外推;其他增建;,RPPOMLKMOHPFFFA28DA,118.69,0.48,14.33,有
松山區,房地(土地+建物),臺北市松山區撫遠街400巷31~60號,22.21,其他,,,1090527,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600111,49.62,2,1,1,有,無,7580000,152761,,0.0,0,,RPUOMLRJPHPFFDA09DA,47.22,2.4,0.0,
松山區,房地(土地+建物),臺北市松山區八德路四段72巷14弄1~30號,27.5,住,,,1090416,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590317,78.33,3,2,1,有,無,15000000,191498,,0.0,0,含增建或未登記建物。,RPVPMLOKPHPFFDA09DA,78.33,0.0,0.0,
松山區,房地(土地+建物)+車位,饒河街181~210號,9.03,其他,,,1090528,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1071003,161.61,3,2,2,有,有,29720000,211639,坡道平面,37.72,3500000,,RPPNMLLJPHPFFDA87DA,74.77,3.7,8.62,有
信義區,房地(土地+建物)+車位,永吉路30巷101弄1~30號,28.66,其他,,,1090521,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020510,201.41000000000003,3,2,2,有,有,61580000,305745,坡道平面,14.97,0,,RPUOMLLJPHPFFDA48DA,98.11,5.05,10.38,有
信義區,房地(土地+建物),永吉路180巷66弄1~30號,36.5,其他,,,1090530,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630902,103.82,3,2,1,有,無,20200000,194568,,0.0,0,陽台外推;,RPWOMLLJPHPFFDA68DA,103.82,0.0,0.0,無
松山區,房地(土地+建物)+車位,市民大道四段31~60號,60.47,其他,,,1090422,土地2建物1車位3,二十層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090102,452.11,0,0,0,無,有,222000000,635536,坡道平面,121.68,12000000,,RPPRMLLJPHPFFDA28DA,180.31,8.75,22.24,有
南港區,房地(土地+建物)+車位,經貿二路157巷36弄31~60號,20.58,其他,,,1090601,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030129,141.12,2,2,2,有,有,31880000,225907,塔式車位,18.7,0,塔式車位無固定樓層。,RPOPMLMJPHPFFDA08DA,68.11,4.89,8.75,有
信義區,土地,和段二小段571~600地號,5.25,其他,,,1090623,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,310000,59048,,0.0,0,包含公共設施保留地用地;,RPSRMLNJPHPFFDA78DA,0.0,0.0,0.0,無
松山區,房地(土地+建物),民權東路三段103巷1~30號,60.5,其他,,,1090521,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631205,122.02,4,2,2,有,無,20600000,168825,,0.0,0,,RPOOMLNJPHPFFDA08DA,105.92,0.0,16.1,無
大安區,房地(土地+建物),安和路一段21巷1~30號,43.33,其他,,,1090503,土地1建物1車位0,二層,六層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660602,162.66,5,2,2,有,無,40100000,246526,,0.0,0,陽台外推;其他增建;,RPVOMLKMOHPFFFA88DA,151.23,0.0,11.43,無
大安區,房地(土地+建物)+車位,新生南路一段97巷31~60號,40.72,其他,,,1090607,土地1建物1車位2,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090214,206.26999999999998,0,0,2,有,無,68500000,332089,坡道平面,43.56,0,陽台外推;,RPPQMLKMOHPFFFA48DA,90.49,7.64,9.45,有
大安區,房地(土地+建物),復興南路二段301~330號,6.52,其他,,,1090619,土地2建物1車位0,一層,十八層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0760519,56.84,0,1,1,有,有,29000000,510204,,0.0,0,其他增建;,RPRQMLLJPHPFFFA58DA,40.31,4.01,0.0,有
大安區,房地(土地+建物),泰順街54巷1~30號,28.2,其他,,,1090619,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681002,106.86,3,2,1,有,無,27000000,252667,,0.0,0,交易含頂樓加蓋建物約5坪親友、員工、共有人或其他特殊關係間之交易;陽台外推;頂樓加蓋;,RPPNMLQJPHPFFFA58DA,95.3,0.0,11.56,無
大安區,房地(土地+建物)+車位,敦化南路一段252巷31~60號,32.78,其他,,,1090622,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750225,215.48,3,2,2,有,有,44800000,207908,坡道平面,32.24,0,受債權債務關係影響或債務抵償;,RPOPMLNJPHPFFFA38DA,178.53,2.27,18.12,有
北投區,房地(土地+建物),文林北路91~120號,18.97,其他,,,1090612,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0701230,148.57,3,2,2,有,有,21450000,144376,,0.0,0,,RPPNMLMKPHPFFEA18DA,112.27,0.0,18.07,有
士林區,房地(土地+建物)+車位,中山北路七段14巷31~60號,36.68,其他,,,1090606,土地3建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660901,243.0,3,2,2,有,有,39000000,160487,坡道平面,46.67,0,受債權債務關係影響或債務抵償;包含公共設施保留地用地;,RPVSMLLJPHPFFEA09DA,203.62,0.0,26.31,有
士林區,土地,溪洲段二小段181~210地號,339.62,其他,,,1090622,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18490000,54443,,0.0,0,,RPPQMLNJPHPFFEA48DA,0.0,0.0,0.0,無
士林區,土地,溪洲段二小段151~180地號,166.79,其他,,,1090622,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9080000,54440,,0.0,0,包含公共設施保留地用地;,RPRQMLNJPHPFFEA68DA,0.0,0.0,0.0,無
士林區,建物,延平北路八段2巷63弄1~30號,0.0,,,,1090623,土地0建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0590724,80.37,2,1,2,有,無,2300000,28618,,0.0,0,,RPTPMLQJPHPFFEA09DA,80.37,0.0,0.0,無
中山區,房地(土地+建物)+車位,長安東路二段91~120號,26.98,其他,,,1090513,土地2建物1車位4,一層，二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001229,385.56,4,2,3,有,有,80000000,276254,坡道平面,124.92,8000000,親友、員工、共有人或其他特殊關係間之交易;,RPUQMLLJPHPFFCA68EA,188.11,2.54,11.72,有
內湖區,房地(土地+建物),民權東路六段280巷45弄31~60號,20.06,其他,,,1090523,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831221,73.82,3,2,1,有,無,14080000,190734,,0.0,0,,RPWOMLLJPHPFFCA68EA,45.76,0.0,8.56,有
內湖區,房地(土地+建物)+車位,康樂街136巷29弄1~30號,14.63,其他,,,1090702,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0941123,119.62,3,1,2,有,有,14000000,117037,坡道平面,45.93,0,,RPVNMLMJPHPFFCA58EA,43.19,2.76,4.04,有
中山區,房地(土地+建物),松江路108巷1~30號,30.1,其他,,,1090615,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600212,113.43,3,2,1,有,無,20000000,176320,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWOMLMJPHPFFCA78EA,104.03,0.0,9.4,無
內湖區,房地(土地+建物)+車位,民權東路六段296巷1~30號,28.17,其他,,,1090613,土地1建物1車位1,八層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850628,166.32,3,2,2,有,有,27560000,165705,坡道平面,43.9,0,,RPSRMLMJPHPFFCA68EA,143.9,0.8,10.03,有
中山區,車位,民權東路一段31~60號,0.06,其他,,,1090624,土地1建物1車位1,一層,十二層,其他,見其他登記事項,鋼筋混凝土造,0961002,20.9,0,0,0,有,有,600000,,升降機械,20.9,600000,僅車位交易;,RPXQMLNJPHPFFCA56EA,0.0,0.0,0.0,有
內湖區,房地(土地+建物),星雲街68巷1~30號,31.36,其他,,,1090517,土地5建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691030,104.91,8,0,5,有,有,14500000,138214,,0.0,0,,RPPQMLLJPHPFFCA18EA,92.07,0.0,12.84,無
文山區,房地(土地+建物),興隆路一段121~150號,27.03,其他,,,1090519,土地2建物1車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631219,77.76,0,1,1,有,無,33000000,424383,,0.0,0,其他增建;,RPVPMLMJPHPFFAA58EA,77.76,0.0,0.0,無
文山區,房地(土地+建物)+車位,木新路二段66巷1~30號,29.82,其他,,,1090527,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860217,112.26,1,1,2,有,有,15000000,133618,坡道機械,24.28,0,含土地增值稅或其他稅費257675元;陽台外推;,RPUNMLNJPHPFFAA38EA,59.04,3.52,7.34,有
文山區,房地(土地+建物),景仁街77巷1~30號,35.75,其他,,,1090603,土地2建物1車位0,三層,,公寓(5樓含以下無電梯),住家用,加強磚造,0570503,88.27,3,1,1,有,無,7500000,84967,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPOMLMJPHPFFAA87EA,88.27,0.0,0.0,無
中正區,房地(土地+建物),南昌路一段74巷1~30號,19.0,其他,,,1090523,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671027,73.69,2,2,1,有,無,14600000,198127,,0.0,0,,RPXQMLLJPHPFFAA78EA,60.3,0.0,13.39,無
萬華區,房地(土地+建物),中華路二段130巷31~60號,74.0,其他,,,1090519,土地1建物1車位0,全,三層,透天厝,,加強磚造,,131.7,5,3,4,有,無,25600000,194381,,0.0,0,,RPRNMLMJPHPFFBA08EA,131.7,0.0,0.0,無
萬華區,房地(土地+建物),環河南路二段149巷1~30號,9.54,其他,,,1090604,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690729,61.769999999999996,2,1,1,有,有,7250000,117371,,0.0,0,,RPSOMLLJPHPFFBA18EA,46.05,0.0,0.0,有
萬華區,房地(土地+建物),成都路91~120號,9.41,其他,,,1090602,土地1建物4車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0870717,106.55,4,2,2,有,有,17180000,161239,,0.0,0,其他增建;,RPSRMLMJPHPFFBA58EA,75.11,1.47,0.0,有
南港區,房地(土地+建物)+車位,向陽路162巷91~120號,52.25,其他,,,1090601,土地1建物1車位2,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020805,296.26,3,2,3,有,有,46500000,156957,坡道平面,79.32,0,,RPUOMLNJPHPFFDA78EA,127.45,6.17,14.44,有
南港區,房地(土地+建物)+車位,松河街751~780號,10.58,其他,,,1090530,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981207,48.59,1,1,1,有,有,7800000,160527,坡道機械,0.0,0,其他增建;,RPPNMLMJPHPFFDA08EA,20.9,3.45,0.0,有
信義區,房地(土地+建物),吳興街600巷31~60號,26.4,其他,,,1090531,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701211,93.41,5,0,5,有,無,10400000,111337,,0.0,0,陽台外推;其他增建;,RPTNMLMJPHPFFDA48EA,82.2,9.53,1.68,無
信義區,房地(土地+建物),信義路五段150巷342弄1~30號,23.5,其他,,,1090612,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651218,63.05,4,2,2,有,無,6000000,95163,,0.0,0,地政士服務費;親友、員工、共有人或其他特殊關係間之交易;,RPOPMLLJPHPFFDA08EA,63.06,0.0,0.0,無
信義區,房地(土地+建物),和平東路三段391巷20弄1~30號,29.0,其他,,,1090524,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680319,101.58,3,2,2,有,無,16000000,157511,,0.0,0,,RPPPMLLJPHPFFDA18EA,88.82,0.0,12.76,無
信義區,房地(土地+建物),永吉路180巷66弄1~30號,29.6,其他,,,1090524,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680529,103.02,3,2,2,有,無,22000000,213551,,0.0,0,,RPQPMLLJPHPFFDA28EA,88.0,0.0,15.02,無
士林區,土地,溪洲段一小段391~420地號,0.81,其他,,,1090623,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13080,0,,0.0,0,未登記建物;包含公共設施保留地用地;,RPPOMLMJPHPFFEA28EA,0.0,0.0,0.0,無
士林區,土地,溪洲段三小段211~240地號,2.95,其他,,,1090623,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,169000,57288,,0.0,0,,RPQOMLMJPHPFFEA38EA,0.0,0.0,0.0,無
北投區,房地(土地+建物),中和街20巷1~30號,5.75,其他,,,1090622,土地3建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950626,44.4,2,1,1,有,有,8200000,184685,,0.0,0,陽台外推;,RPUNMLMJPHPFFEA68EA,25.25,0.0,5.82,有
士林區,房地(土地+建物),德行東路90巷13弄1~30號,91.0,其他,,,1090602,土地1建物2車位0,一層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,0650421,151.2,4,2,3,有,無,52000000,343915,,0.0,0,陽台外推;頂樓加蓋;其他增建;,RPUPMLMJPHPFFEA88EA,129.78,10.71,10.71,無
北投區,房地(土地+建物),西安街一段271~300號,35.0,其他,,,1090527,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610712,86.13,0,0,0,無,無,21000000,243817,,0.0,0,其他增建;,RPOQMLMJPHPFFEA38EA,86.13,0.0,0.0,無
北投區,土地,開明段二小段211~240地號,35.67,其他,,,1090608,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1581103,44326,,0.0,0,,RPSNMLNJPHPFFEA58EA,0.0,0.0,0.0,無
士林區,房地(土地+建物),中山北路七段14巷1~30號,27.2,其他,,,1090602,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690430,169.95999999999998,5,2,2,有,有,29500000,173570,,0.0,0,陽台外推;其他增建;,RPVPMLNJPHPFFEA09EA,123.09,0.0,21.89,有
